V1,V2,n
average of 3 daily 2hour bg levels after meals,diastolic blood pressure,1
average of 3 daily 2hour bg levels after meals,glycemic control,2
average of 3 daily 2hour bg levels after meals,hba1c,1
average of 3 daily 2hour bg levels after meals,heart rate,1
average of 3 daily 2hour bg levels after meals,systolic blood pressure,1
bapwv,carotid artery imt,1
baseline claudication,albumin excretion rate,1
baseline claudication,ankle-brachial index (ABI),1
baseline claudication,blood pressure,1
baseline claudication,bmi,2
baseline claudication,cholesterol,2
baseline claudication,clinic,1
baseline claudication,ecg abnormalities,1
baseline claudication,fibrinogen,1
baseline claudication,hba1c,1
baseline claudication,heart rate,1
baseline claudication,microalbuminuria,1
baseline claudication,physical activity,1
baseline medications,diabetes duration,1
baseline related risk factor level,baseline medications,1
baseline related risk factor level,diabetes duration,1
beta-blocker,ACE inhibitors,1
beta-blocker,ACEI/ARB,1
beta-blocker,age,1
beta-blocker,antidiabetic medication,1
beta-blocker,calcium channel blockers,3
beta-blocker,hyperlipidemia,1
beta-blocker,insulin treatment,1
beta-blocker,neuropathy,1
beta-blocker,peripheral artery disease,1
beta-blocker,pioglitazone treatment,1
beta-blocker,secretagogues,1
beta-blocker,statins,1
blockers,acute coronary syndrome,1
blockers,andor nitroglycerin,1
blockers,antidepressants,1
blockers,antihypertensive use,1
blockers,bnp,1
blockers,diuretic therapy,1
blockers,fibrates,1
blockers,insulin treatment,1
blockers,monocyte chemoattractant protin1 m,1
blockers,nitrates,1
blockers,statins,1
blood glucose,ApoAI,1
blood glucose,age,1
blood glucose,albumin,7
blood glucose,alcohol use,1
blood glucose,antihypertensive use,3
blood glucose,apoAI/apoB ratio,1
blood glucose,apoB,1
blood glucose,atrial fibrillation,1
blood glucose,blood pressure,1
blood glucose,bmi,6
blood glucose,c-reactive protein,4
blood glucose,calcium channel blockers,1
blood glucose,cardiovascular disease,3
blood glucose,cardiovascular risk factors,1
blood glucose,cerebrovascular disease,1
blood glucose,choleseterol,1
blood glucose,cholesterol,19
blood glucose,complex lesions,1
blood glucose,coronary artery disease,2
blood glucose,creatinine,8
blood glucose,diabetes,1
blood glucose,diabetes duration,3
blood glucose,diabetes treatment,4
blood glucose,diastolic blood pressure,2
blood glucose,diuretic therapy,1
blood glucose,family history of diabetes,1
blood glucose,fibrinogen,1
blood glucose,final timi flow,1
blood glucose,gender,2
blood glucose,hba1c,6
blood glucose,heart failure,1
blood glucose,heart rate,2
blood glucose,homair,1
blood glucose,homocysteine,1
blood glucose,hypertension,2
blood glucose,idf metabolic syndrome,1
blood glucose,insulin (measurment),1
blood glucose,insulin treatment,2
blood glucose,left ventricular ejection fraction,2
blood glucose,lipidlowering therapy,1
blood glucose,lowdensity lipoprotein,1
blood glucose,macrovascular complications,1
blood glucose,mean blood pressure,1
blood glucose,metformin,1
blood glucose,microalbuminuria,1
blood glucose,multivessel coronary disease,2
blood glucose,myocardial spect,1
blood glucose,nephropathy,1
blood glucose,nterminal probrain natriuretic peptide,1
blood glucose,other complications,1
blood glucose,percutaneous coronary intervention,1
blood glucose,peripheral artery disease,1
blood glucose,peripheral neuropathy,1
blood glucose,peripheral vascular disease,1
blood glucose,proteinuria,1
blood glucose,pulse pressure,1
blood glucose,qt interval,1
blood glucose,renal impairment,1
blood glucose,smoking,4
blood glucose,sociodemographics,1
blood glucose,stent,1
blood glucose,systolic blood pressure,4
blood glucose,triglycerides,10
blood glucose,troponin,1
blood glucose,use of blockers,1
blood glucose,waist measurements,1
blood pressure,ACE inhibitors,1
blood pressure,ACEI/ARB,1
blood pressure,acute coronary syndrome,1
blood pressure,albumin,2
blood pressure,albumin excretion rate,1
blood pressure,ankle-brachial index (ABI),1
blood pressure,antihypertensive use,2
blood pressure,antiplatelet therapy,2
blood pressure,beta-blocker,1
blood pressure,blood glucose,1
blood pressure,bmi,7
blood pressure,bnp,1
blood pressure,cardiovascular disease,1
blood pressure,cholesterol,14
blood pressure,coronary artery disease,1
blood pressure,coronary heart disease,2
blood pressure,creatinine,4
blood pressure,diabetes,1
blood pressure,diabetes treatment,1
blood pressure,diuretic therapy,1
blood pressure,ecg abnormalities,1
blood pressure,egfr,3
blood pressure,fibrinogen,1
blood pressure,hba1c,6
blood pressure,heart failure,2
blood pressure,heart rate,2
blood pressure,hyperlipidemia,1
blood pressure,hypertension,2
blood pressure,insulin (measurment),1
blood pressure,insulin treatment,1
blood pressure,lipid profile,3
blood pressure,lipidlowering therapy,2
blood pressure,metformin,1
blood pressure,microalbuminuria,3
blood pressure,microvascular disease,1
blood pressure,myocardial infarction,1
blood pressure,nephropathy,2
blood pressure,peripheral arterial occlusive disease,1
blood pressure,peripheral artery disease,2
blood pressure,physical activity,1
blood pressure,pioglitazone treatment,1
blood pressure,prior coronary artery bypass,1
blood pressure,provider quality controls,1
blood pressure,retinopathy,1
blood pressure,smoking,2
blood pressure,sociodemographics,1
blood pressure,statins,1
blood pressure,stroke,1
blood pressure,study treatment,1
blood pressure,sulfonylurea,2
blood pressure,therapy for hypercoagulation,1
blood pressure,triglycerides,5
blood pressure,uric acid,1
blood pressure,urinary albumin excretion rate,2
blood pressure,year fixed effects,1
blood transfusion,bmi,1
blood transfusion,diabetes,1
blood transfusion,egfr,1
blood transfusion,gastrointestinal bleeding in past 5 years,1
blood transfusion,heart rate,1
blood transfusion,hyperuricemia-gout,1
blood transfusion,lung disease,1
blood transfusion,peripheral artery disease,1
blood transfusion,systolic blood pressure,1
blood transfusion,white blood cell count,1
bmi,ACE inhibitors,4
bmi,ACEI/ARB,3
bmi,ARBs,5
bmi,ApoAI,1
bmi,CCr,1
bmi,Lp(a),1
bmi,RCT,5
bmi,acr,2
bmi,acute coronary syndrome,3
bmi,age,4
bmi,albumin,17
bmi,albumin excretion rate,5
bmi,albumin to creatinine ratio,4
bmi,alcohol use,11
bmi,alphaglucosidase inhibitor,1
bmi,andor nitroglycerin,1
bmi,angina,3
bmi,ankle-brachial index (ABI),3
bmi,antialdosterone,1
bmi,anticoagulants,1
bmi,antidepressants,1
bmi,antidiabetic medication,3
bmi,antihyperlipidemic drugs,2
bmi,antihypertensive use,18
bmi,antiplatelet therapy,10
bmi,apo(a) phenotypes,1
bmi,apoAI/apoB ratio,1
bmi,apoB,1
bmi,arteriovenous fistula,1
bmi,aspirin therapy,13
bmi,atrial fibrillation,5
bmi,autonomic dysfunction,2
bmi,average of 3 daily 2hour bg levels after meals,1
bmi,bapwv,1
bmi,beta-blocker,4
bmi,blockers,2
bmi,blood glucose,14
bmi,blood pressure,8
bmi,bnp,5
bmi,c-reactive protein,10
bmi,calcium channel blockers,3
bmi,cancer,1
bmi,cardiac autonomic neuropathy (CAN),1
bmi,cardiovascular disease,17
bmi,carotid artery imt,1
bmi,cerebrovascular disease,3
bmi,change of esrage endogenous secretory receptor of advanced glycated endproducts,1
bmi,cholesterol,162
bmi,chronic kidney disease,5
bmi,chronic obstructive pulmonary disease,1
bmi,chronic renal failure,1
bmi,cimt,3
bmi,clinic,1
bmi,clopidigrel,1
bmi,clopidogrel,1
bmi,combined alox12 genotypes,1
bmi,complete revascularization,1
bmi,complex lesions,1
bmi,coronary artery calcium score,2
bmi,coronary artery disease,7
bmi,coronary heart disease,7
bmi,creatinine,32
bmi,dcb use,1
bmi,depression,1
bmi,diabetes,4
bmi,diabetes duration,30
bmi,diabetes treatment,17
bmi,diabetic neuropathy,1
bmi,dialysis,4
bmi,diastolic blood pressure,26
bmi,dipeptidyl peptidase 4 inhibitor at discharge,1
bmi,dipyridamole stress test,1
bmi,distal polyneuropathy,1
bmi,diuretic therapy,3
bmi,dpucmgp,1
bmi,ecg abnormalities,15
bmi,egfr,27
bmi,ejection fraction,1
bmi,ejection fraction 40,1
bmi,endothelial dysfunction,1
bmi,fasting plasma glucose,2
bmi,fasting status yes or no,1
bmi,fibrates,1
bmi,fibrinogen,7
bmi,gastrointestinal bleeding in past 5 years,1
bmi,gender,2
bmi,glycated hemoglobin,1
bmi,glycemic control,6
bmi,hba1c,80
bmi,heart failure,8
bmi,heart rate,7
bmi,height,2
bmi,highdensity lipoprotein,3
bmi,history of coronary disease,1
bmi,homair,3
bmi,homocysteine,2
bmi,homocysteine at baseline,1
bmi,hyperlipidemia,11
bmi,hypertension,42
bmi,hyperuricemia-gout,1
bmi,idf metabolic syndrome,1
bmi,incretins,1
bmi,indigenous australian,1
bmi,inflammatory markers,1
bmi,insulin (measurment),3
bmi,insulin treatment,16
bmi,ischemia,1
bmi,ischemic heart disease,2
bmi,left ventricular ejection fraction,6
bmi,left ventricular hypertrophy,2
bmi,"leisure time physical activity",1
bmi,lipid profile,3
bmi,lipidlowering therapy,10
bmi,lm treatment,1
bmi,lowdensity lipoprotein,1
bmi,lung disease,1
bmi,macroalbuminuria,3
bmi,macroangiopathy,1
bmi,macrovascular complications,9
bmi,medication use,1
bmi,metformin,5
bmi,microalbuminuria,7
bmi,microvascular disease,9
bmi,monocyte chemoattractant protin1 m,1
bmi,multivessel coronary disease,2
bmi,myocardial infarction,11
bmi,myocardial spect,1
bmi,nephropathy,2
bmi,neuropathy,3
bmi,nitrates,1
bmi,nterminal probrain natriuretic peptide,1
bmi,other lifestyle risk factors,1
bmi,pacemaker implantation,1
bmi,pc screen time,1
bmi,percutaneous coronary intervention,3
bmi,peripheral arterial occlusive disease,1
bmi,peripheral artery disease,8
bmi,peripheral neuropathy,1
bmi,peripheral vascular disease,3
bmi,phosphate,2
bmi,physical activity,9
bmi,physical inactivity,4
bmi,pioglitazone treatment,1
bmi,previous pcicabg,1
bmi,prior coronary artery bypass,3
bmi,progressive arterial stiffness defined as a bapwv of 1730 or greater,1
bmi,proteinuria,2
bmi,provider quality controls,1
bmi,psychiatric medications,1
bmi,pulse pressure,2
bmi,race/ethnicity,3
bmi,ratio between total,1
bmi,reactive hyperemia index,1
bmi,renal impairment,1
bmi,renal insufficiency,1
bmi,renin-angiotensin system inhibitors,2
bmi,retinopathy,7
bmi,secretagogues,1
bmi,sensory neuropathy presentabsent,1
bmi,significant proximal lad disease,1
bmi,sleep duration,2
bmi,smoking,60
bmi,sociodemographics,7
bmi,socioeconomic variables,6
bmi,sodium concentration,2
bmi,statins,21
bmi,stent,2
bmi,stroke,9
bmi,study treatment,1
bmi,sulfonylurea,5
bmi,syntax score,1
bmi,systolic blood pressure,53
bmi,the presence of total occlusion,1
bmi,the use of drugs yesno,1
bmi,therapy for hypercoagulation,1
bmi,thiazolidinediones,1
bmi,tot chol,1
bmi,treatment,1
bmi,triacylglycerol,3
bmi,triglycerides,50
bmi,troponin,1
bmi,tryglycerides,1
bmi,tv viewing,1
bmi,ultrafiltration volume,2
bmi,uric acid,1
bmi,urinary acr,3
bmi,urinary albumin excretion rate,3
bmi,urinary protein log,1
bmi,use of blockers,1
bmi,use of sulfonamides,1
bmi,waist measurements,9
bmi,wasting,1
bmi,white blood cell count,2
bmi,year fixed effects,1
bnp,age,1
bnp,angina,2
bnp,atrial fibrillation,1
bnp,cholesterol,1
bnp,creatinine,1
bnp,glycated hemoglobin,1
bnp,haemoglobin,1
bnp,heart rate,2
bnp,lack of coronary revascularization,1
bnp,monocyte chemoattractant protin1 m,1
bnp,myocardial infarction,1
bnp,pacemaker implantation,1
bnp,peripheral artery disease,1
bnp,prior coronary artery bypass,1
bnp,systolic blood pressure,1
c-reactive protein,ACE inhibitors,1
c-reactive protein,ARBs,1
c-reactive protein,RCT,1
c-reactive protein,acute coronary syndrome,1
c-reactive protein,albumin,2
c-reactive protein,andor nitroglycerin,1
c-reactive protein,antialdosterone,1
c-reactive protein,anticoagulants,1
c-reactive protein,antiplatelet therapy,1
c-reactive protein,aspirin therapy,2
c-reactive protein,blockers,1
c-reactive protein,blood glucose,2
c-reactive protein,bmi,2
c-reactive protein,bnp,4
c-reactive protein,cardiovascular disease,2
c-reactive protein,change of esrage endogenous secretory receptor of advanced glycated endproducts,1
c-reactive protein,cholesterol,3
c-reactive protein,chronic obstructive pulmonary disease,1
c-reactive protein,cimt,1
c-reactive protein,clopidogrel,1
c-reactive protein,complex lesions,1
c-reactive protein,coronary artery disease,1
c-reactive protein,creatinine,3
c-reactive protein,diabetes duration,2
c-reactive protein,diabetes treatment,2
c-reactive protein,diastolic blood pressure,1
c-reactive protein,diuretic therapy,2
c-reactive protein,fasting plasma glucose,1
c-reactive protein,fibrinogen,1
c-reactive protein,hba1c,4
c-reactive protein,homocysteine,1
c-reactive protein,hyperlipidemia,1
c-reactive protein,hypertension,1
c-reactive protein,insulin treatment,2
c-reactive protein,left ventricular ejection fraction,2
c-reactive protein,logaer,1
c-reactive protein,medication differences,1
c-reactive protein,monocyte chemoattractant protin1 m,1
c-reactive protein,multivessel coronary disease,1
c-reactive protein,nitrates,1
c-reactive protein,nterminal probrain natriuretic peptide,1
c-reactive protein,peripheral artery disease,1
c-reactive protein,smoking,2
c-reactive protein,statins,2
c-reactive protein,systolic blood pressure,3
c-reactive protein,triglycerides,1
c-reactive protein,troponin,1
c-reactive protein,uric acid,1
calcium channel blockers,age,1
calcium channel blockers,beta-blocker,1
calcium channel blockers,hyperlipidemia,1
calcium channel blockers,neuropathy,1
calcium channel blockers,peripheral artery disease,1
calcium channel blockers,secretagogues,1
calcium channel blockers,systolic blood pressure,1
cardiovascular autonomic neuropathy,diastolic blood pressure,1
cardiovascular autonomic neuropathy,ecg abnormalities,1
cardiovascular autonomic neuropathy,hypertension,1
cardiovascular autonomic neuropathy,insulin treatment,1
cardiovascular autonomic neuropathy,smoking,1
cardiovascular disease,ACE inhibitors,1
cardiovascular disease,ACEI/ARB,1
cardiovascular disease,ARBs,1
cardiovascular disease,RCT,3
cardiovascular disease,Serum 25-hydroxyvitamin D,1
cardiovascular disease,acr,1
cardiovascular disease,age,2
cardiovascular disease,albumin,4
cardiovascular disease,albumin excretion rate,1
cardiovascular disease,alcohol use,1
cardiovascular disease,ankle-brachial index (ABI),1
cardiovascular disease,antidepressants,1
cardiovascular disease,antidiabetic medication,1
cardiovascular disease,antihypertensive use,6
cardiovascular disease,antiplatelet therapy,2
cardiovascular disease,atrial fibrillation,2
cardiovascular disease,blockers,1
cardiovascular disease,blood glucose,3
cardiovascular disease,blood pressure,4
cardiovascular disease,bmi,9
cardiovascular disease,bnp,1
cardiovascular disease,c-reactive protein,1
cardiovascular disease,cancer,1
cardiovascular disease,cholesterol,24
cardiovascular disease,chronic kidney disease,3
cardiovascular disease,cimt,2
cardiovascular disease,combined alox12 genotypes,1
cardiovascular disease,creatinine,4
cardiovascular disease,depression,1
cardiovascular disease,diabetes,3
cardiovascular disease,diabetes duration,7
cardiovascular disease,diabetes treatment,4
cardiovascular disease,diabetic neuropathy,1
cardiovascular disease,diastolic blood pressure,1
cardiovascular disease,dpucmgp,1
cardiovascular disease,ecg abnormalities,2
cardiovascular disease,egfr,6
cardiovascular disease,expected costs,1
cardiovascular disease,fasting plasma glucose,2
cardiovascular disease,fibrates,1
cardiovascular disease,fibrinogen,2
cardiovascular disease,fpi,1
cardiovascular disease,gender,2
cardiovascular disease,glycemic control,2
cardiovascular disease,hba1c,13
cardiovascular disease,heart failure,3
cardiovascular disease,homair,1
cardiovascular disease,homocysteine at baseline,1
cardiovascular disease,hyperlipidemia,1
cardiovascular disease,hypertension,4
cardiovascular disease,insulin treatment,3
cardiovascular disease,left ventricular ejection fraction,1
cardiovascular disease,lipid profile,1
cardiovascular disease,lipidlowering therapy,3
cardiovascular disease,lowdensity lipoprotein,1
cardiovascular disease,macroalbuminuria,1
cardiovascular disease,metformin,1
cardiovascular disease,microalbuminuria,2
cardiovascular disease,microvascular disease,2
cardiovascular disease,nephropathy,3
cardiovascular disease,neuropathy,3
cardiovascular disease,other conventional risk factors,1
cardiovascular disease,pIMT,1
cardiovascular disease,peripheral artery disease,1
cardiovascular disease,peripherovascular morbidity,1
cardiovascular disease,physical activity,1
